PurchasePrice,index
-114.7,7.521624670928921e-05
-114.69,7.521624670928921e-05
-114.67,7.521624670928921e-05
-114.62,7.521624670928921e-05
-114.56,7.521624670928921e-05
-114.53,0.00015043249341857841
-114.52,7.521624670928921e-05
-114.37,7.521624670928921e-05
-114.35,7.521624670928921e-05
-114.34,0.00015043249341857841
-114.31,7.521624670928921e-05
-114.2,0.00015043249341857841
-114.15,7.521624670928921e-05
-114.11,7.521624670928921e-05
-114.1,0.0004512974802557352
-114.0,0.01624670928920647
-113.92,7.521624670928921e-05
-113.9,0.0002256487401278676
-113.81,7.521624670928921e-05
-113.8,7.521624670928921e-05
-113.68,7.521624670928921e-05
-113.62,7.521624670928921e-05
-113.55,7.521624670928921e-05
-113.46,7.521624670928921e-05
-113.45,7.521624670928921e-05
-113.36,7.521624670928921e-05
-113.32,7.521624670928921e-05
-113.26,7.521624670928921e-05
-113.16,7.521624670928921e-05
-113.08,7.521624670928921e-05
-113.06,7.521624670928921e-05
-113.01,0.00015043249341857841
-113.0,0.007070327190673185
-112.92,7.521624670928921e-05
-112.83,7.521624670928921e-05
-112.82,0.0002256487401278676
-112.78,7.521624670928921e-05
-112.65,0.00015043249341857841
-112.62,7.521624670928921e-05
-112.56,7.521624670928921e-05
-112.51,7.521624670928921e-05
-112.47,7.521624670928921e-05
-112.45,7.521624670928921e-05
-112.3,7.521624670928921e-05
-112.22,7.521624670928921e-05
-112.19,7.521624670928921e-05
-112.15,7.521624670928921e-05
-112.1,0.0004512974802557352
-112.05,7.521624670928921e-05
-112.04,7.521624670928921e-05
-112.01,0.0006017299736743137
-112.0,0.004813839789394509
-111.97,7.521624670928921e-05
-111.9,0.00015043249341857841
-111.87,7.521624670928921e-05
-111.86,7.521624670928921e-05
-111.85,7.521624670928921e-05
-111.75,7.521624670928921e-05
-111.72,7.521624670928921e-05
-111.71,7.521624670928921e-05
-111.7,0.0005265137269650245
-111.68,7.521624670928921e-05
-111.66,7.521624670928921e-05
-111.62,7.521624670928921e-05
-111.56,7.521624670928921e-05
-111.53,7.521624670928921e-05
-111.5,7.521624670928921e-05
-111.49,7.521624670928921e-05
-111.34,7.521624670928921e-05
-111.26,7.521624670928921e-05
-111.18,7.521624670928921e-05
-111.12,7.521624670928921e-05
-111.04,7.521624670928921e-05
-111.01,7.521624670928921e-05
-111.0,0.010229409552463332
-110.96,7.521624670928921e-05
-110.87,7.521624670928921e-05
-110.83,7.521624670928921e-05
-110.8,0.00015043249341857841
-110.66,7.521624670928921e-05
-110.65,7.521624670928921e-05
-110.54,7.521624670928921e-05
-110.5,0.0006017299736743137
-110.46,7.521624670928921e-05
-110.42,7.521624670928921e-05
-110.33,0.00015043249341857841
-110.32,7.521624670928921e-05
-110.26,7.521624670928921e-05
-110.24,7.521624670928921e-05
-110.22,7.521624670928921e-05
-110.2,7.521624670928921e-05
-110.18,7.521624670928921e-05
-110.17,7.521624670928921e-05
-110.1,0.0009778112072207597
-110.07,7.521624670928921e-05
-110.02,7.521624670928921e-05
-110.01,0.0011282437006393381
-110.0,0.042948476871004136
-109.96,7.521624670928921e-05
-109.9,0.0005265137269650245
-109.88,7.521624670928921e-05
-109.78,7.521624670928921e-05
-109.75,7.521624670928921e-05
-109.74,7.521624670928921e-05
-109.7,7.521624670928921e-05
-109.59,7.521624670928921e-05
-109.57,7.521624670928921e-05
-109.55,7.521624670928921e-05
-109.49,0.0004512974802557352
-109.37,7.521624670928921e-05
-109.26,7.521624670928921e-05
-109.2,0.00015043249341857841
-109.14,7.521624670928921e-05
-109.12,7.521624670928921e-05
-109.1,0.00015043249341857841
-109.02,7.521624670928921e-05
-109.01,0.00015043249341857841
-109.0,0.01895449417074088
-108.9,0.0004512974802557352
-108.87,7.521624670928921e-05
-108.79,7.521624670928921e-05
-108.76,7.521624670928921e-05
-108.72,7.521624670928921e-05
-108.7,0.0004512974802557352
-108.68,0.00015043249341857841
-108.67,7.521624670928921e-05
-108.64,7.521624670928921e-05
-108.6,7.521624670928921e-05
-108.58,7.521624670928921e-05
-108.55,7.521624670928921e-05
-108.52,7.521624670928921e-05
-108.51,0.00015043249341857841
-108.45,7.521624670928921e-05
-108.42,7.521624670928921e-05
-108.4,0.0005265137269650245
-108.39,7.521624670928921e-05
-108.35,7.521624670928921e-05
-108.32,7.521624670928921e-05
-108.23,7.521624670928921e-05
-108.1,0.0002256487401278676
-108.07,7.521624670928921e-05
-108.06,7.521624670928921e-05
-108.05,7.521624670928921e-05
-108.04,7.521624670928921e-05
-108.03,7.521624670928921e-05
-108.01,0.000752162467092892
-108.0,0.008048138397893945
-107.97,7.521624670928921e-05
-107.9,7.521624670928921e-05
-107.82,7.521624670928921e-05
-107.8,0.000376081233546446
-107.79,7.521624670928921e-05
-107.58,7.521624670928921e-05
-107.57,7.521624670928921e-05
-107.52,7.521624670928921e-05
-107.45,7.521624670928921e-05
-107.43,7.521624670928921e-05
-107.35,7.521624670928921e-05
-107.33,7.521624670928921e-05
-107.28,7.521624670928921e-05
-107.22,0.00015043249341857841
-107.2,7.521624670928921e-05
-107.18,7.521624670928921e-05
-107.04,7.521624670928921e-05
-107.01,0.0006769462203836029
-107.0,0.00752162467092892
-106.99,7.521624670928921e-05
-106.96,7.521624670928921e-05
-106.92,0.00015043249341857841
-106.9,7.521624670928921e-05
-106.89,7.521624670928921e-05
-106.88,7.521624670928921e-05
-106.85,7.521624670928921e-05
-106.8,7.521624670928921e-05
-106.74,7.521624670928921e-05
-106.64,7.521624670928921e-05
-106.61,7.521624670928921e-05
-106.6,7.521624670928921e-05
-106.53,7.521624670928921e-05
-106.5,7.521624670928921e-05
-106.48,7.521624670928921e-05
-106.46,7.521624670928921e-05
-106.41,7.521624670928921e-05
-106.37,7.521624670928921e-05
-106.35,0.00015043249341857841
-106.33,7.521624670928921e-05
-106.29,7.521624670928921e-05
-106.26,7.521624670928921e-05
-106.24,7.521624670928921e-05
-106.16,0.00015043249341857841
-106.14,7.521624670928921e-05
-106.12,7.521624670928921e-05
-106.1,0.000376081233546446
-106.0,0.009326814591951862
-105.98,7.521624670928921e-05
-105.94,0.00015043249341857841
-105.9,0.00030086498683715683
-105.86,7.521624670928921e-05
-105.84,7.521624670928921e-05
-105.8,7.521624670928921e-05
-105.77,7.521624670928921e-05
-105.73,7.521624670928921e-05
-105.72,7.521624670928921e-05
-105.69,7.521624670928921e-05
-105.61,7.521624670928921e-05
-105.57,7.521624670928921e-05
-105.56,7.521624670928921e-05
-105.55,7.521624670928921e-05
-105.52,0.00015043249341857841
-105.51,7.521624670928921e-05
-105.5,0.00015043249341857841
-105.39,7.521624670928921e-05
-105.38,7.521624670928921e-05
-105.36,7.521624670928921e-05
-105.34,7.521624670928921e-05
-105.3,0.00030086498683715683
-105.27,7.521624670928921e-05
-105.25,7.521624670928921e-05
-105.21,7.521624670928921e-05
-105.19,7.521624670928921e-05
-105.17,0.00015043249341857841
-105.16,7.521624670928921e-05
-105.13,7.521624670928921e-05
-105.1,7.521624670928921e-05
-105.03,7.521624670928921e-05
-105.01,0.0006017299736743137
-105.0,0.07205716434749906
-104.99,0.00015043249341857841
-104.96,0.00015043249341857841
-104.92,7.521624670928921e-05
-104.91,7.521624670928921e-05
-104.9,0.0008273787138021812
-104.84,7.521624670928921e-05
-104.8,0.0005265137269650245
-104.74,7.521624670928921e-05
-104.7,7.521624670928921e-05
-104.68,7.521624670928921e-05
-104.63,7.521624670928921e-05
-104.62,0.0002256487401278676
-104.6,0.0002256487401278676
-104.53,7.521624670928921e-05
-104.52,7.521624670928921e-05
-104.51,7.521624670928921e-05
-104.5,0.000376081233546446
-104.44,7.521624670928921e-05
-104.37,7.521624670928921e-05
-104.31,7.521624670928921e-05
-104.29,7.521624670928921e-05
-104.27,7.521624670928921e-05
-104.2,7.521624670928921e-05
-104.06,7.521624670928921e-05
-104.03,7.521624670928921e-05
-104.01,0.0008273787138021812
-104.0,0.02286573899962392
-103.95,7.521624670928921e-05
-103.83,7.521624670928921e-05
-103.78,7.521624670928921e-05
-103.76,7.521624670928921e-05
-103.75,7.521624670928921e-05
-103.68,7.521624670928921e-05
-103.66,7.521624670928921e-05
-103.61,7.521624670928921e-05
-103.58,7.521624670928921e-05
-103.5,7.521624670928921e-05
-103.49,0.00015043249341857841
-103.42,0.00015043249341857841
-103.33,7.521624670928921e-05
-103.3,0.00015043249341857841
-103.2,0.0004512974802557352
-103.19,7.521624670928921e-05
-103.16,7.521624670928921e-05
-103.15,7.521624670928921e-05
-103.11,7.521624670928921e-05
-103.1,0.00015043249341857841
-103.09,7.521624670928921e-05
-103.07,7.521624670928921e-05
-103.01,0.0006769462203836029
-103.0,0.009176382098533283
-102.98,7.521624670928921e-05
-102.97,7.521624670928921e-05
-102.95,0.00015043249341857841
-102.92,7.521624670928921e-05
-102.9,0.0005265137269650245
-102.84,7.521624670928921e-05
-102.83,7.521624670928921e-05
-102.81,0.00015043249341857841
-102.75,0.00015043249341857841
-102.72,7.521624670928921e-05
-102.71,7.521624670928921e-05
-102.63,7.521624670928921e-05
-102.62,0.0002256487401278676
-102.53,7.521624670928921e-05
-102.45,0.00015043249341857841
-102.4,0.00030086498683715683
-102.39,7.521624670928921e-05
-102.38,7.521624670928921e-05
-102.37,7.521624670928921e-05
-102.3,7.521624670928921e-05
-102.22,7.521624670928921e-05
-102.2,7.521624670928921e-05
-102.19,7.521624670928921e-05
-102.17,7.521624670928921e-05
-102.16,7.521624670928921e-05
-102.15,7.521624670928921e-05
-102.14,7.521624670928921e-05
-102.13,7.521624670928921e-05
-102.04,7.521624670928921e-05
-102.02,7.521624670928921e-05
-102.01,0.0006769462203836029
-102.0,0.013463708160962769
-101.96,7.521624670928921e-05
-101.95,7.521624670928921e-05
-101.91,7.521624670928921e-05
-101.9,0.0009025949605114704
-101.82,7.521624670928921e-05
-101.73,7.521624670928921e-05
-101.71,7.521624670928921e-05
-101.7,0.0006769462203836029
-101.66,7.521624670928921e-05
-101.65,7.521624670928921e-05
-101.57,7.521624670928921e-05
-101.56,7.521624670928921e-05
-101.5,7.521624670928921e-05
-101.49,7.521624670928921e-05
-101.38,7.521624670928921e-05
-101.37,7.521624670928921e-05
-101.29,7.521624670928921e-05
-101.21,7.521624670928921e-05
-101.2,0.0002256487401278676
-101.19,7.521624670928921e-05
-101.17,7.521624670928921e-05
-101.15,7.521624670928921e-05
-101.14,7.521624670928921e-05
-101.13,0.00015043249341857841
-101.11,7.521624670928921e-05
-101.1,0.0002256487401278676
-101.05,7.521624670928921e-05
-101.04,7.521624670928921e-05
-101.02,7.521624670928921e-05
-101.01,0.00030086498683715683
-101.0,0.013764573147799926
-100.97,7.521624670928921e-05
-100.96,7.521624670928921e-05
-100.9,7.521624670928921e-05
-100.89,0.0004512974802557352
-100.85,7.521624670928921e-05
-100.84,7.521624670928921e-05
-100.82,0.00015043249341857841
-100.8,7.521624670928921e-05
-100.77,7.521624670928921e-05
-100.74,0.00015043249341857841
-100.65,7.521624670928921e-05
-100.59,7.521624670928921e-05
-100.58,7.521624670928921e-05
-100.42,7.521624670928921e-05
-100.4,7.521624670928921e-05
-100.38,7.521624670928921e-05
-100.3,0.0004512974802557352
-100.29,0.00015043249341857841
-100.28,7.521624670928921e-05
-100.22,7.521624670928921e-05
-100.21,7.521624670928921e-05
-100.2,0.000376081233546446
-100.15,0.0002256487401278676
-100.14,7.521624670928921e-05
-100.13,7.521624670928921e-05
-100.11,7.521624670928921e-05
-100.1,0.0006769462203836029
-100.08,0.00015043249341857841
-100.07,7.521624670928921e-05
-100.06,7.521624670928921e-05
-100.03,7.521624670928921e-05
-100.01,0.0015795411808950733
-100.0,0.17886423467468973
-99.95,0.00015043249341857841
-99.9,0.0026325686348251222
-99.89,7.521624670928921e-05
-99.86,7.521624670928921e-05
-99.85,7.521624670928921e-05
-99.8,0.0005265137269650245
-99.78,0.0004512974802557352
-99.76,7.521624670928921e-05
-99.75,0.00015043249341857841
-99.73,7.521624670928921e-05
-99.7,0.00015043249341857841
-99.68,7.521624670928921e-05
-99.6,7.521624670928921e-05
-99.59,7.521624670928921e-05
-99.56,7.521624670928921e-05
-99.54,0.00015043249341857841
-99.5,7.521624670928921e-05
-99.41,7.521624670928921e-05
-99.4,0.0009025949605114704
-99.29,7.521624670928921e-05
-99.24,7.521624670928921e-05
-99.23,7.521624670928921e-05
-99.2,7.521624670928921e-05
-99.17,0.0002256487401278676
-99.1,0.0009025949605114704
-99.07,7.521624670928921e-05
-99.01,0.0006017299736743137
-99.0,0.14178262504701014
-98.96,7.521624670928921e-05
-98.95,7.521624670928921e-05
-98.94,0.0002256487401278676
-98.92,7.521624670928921e-05
-98.9,0.0018051899210229409
-98.88,7.521624670928921e-05
-98.85,7.521624670928921e-05
-98.84,7.521624670928921e-05
-98.82,7.521624670928921e-05
-98.8,0.0009025949605114704
-98.75,7.521624670928921e-05
-98.72,7.521624670928921e-05
-98.7,7.521624670928921e-05
-98.63,7.521624670928921e-05
-98.6,7.521624670928921e-05
-98.53,7.521624670928921e-05
-98.52,7.521624670928921e-05
-98.5,0.00030086498683715683
-98.49,7.521624670928921e-05
-98.47,7.521624670928921e-05
-98.41,0.00015043249341857841
-98.33,7.521624670928921e-05
-98.32,7.521624670928921e-05
-98.3,0.0005265137269650245
-98.25,0.00015043249341857841
-98.23,7.521624670928921e-05
-98.2,0.00015043249341857841
-98.14,7.521624670928921e-05
-98.13,7.521624670928921e-05
-98.1,0.0006017299736743137
-98.02,7.521624670928921e-05
-98.01,0.0020308386611508087
-98.0,0.017149304249717938
-97.99,0.0008273787138021812
-97.97,0.00015043249341857841
-97.9,0.0004512974802557352
-97.86,0.00015043249341857841
-97.82,7.521624670928921e-05
-97.8,7.521624670928921e-05
-97.7,0.0006769462203836029
-97.69,7.521624670928921e-05
-97.61,7.521624670928921e-05
-97.6,7.521624670928921e-05
-97.54,7.521624670928921e-05
-97.5,0.00030086498683715683
-97.49,7.521624670928921e-05
-97.46,7.521624670928921e-05
-97.45,7.521624670928921e-05
-97.4,0.0002256487401278676
-97.33,7.521624670928921e-05
-97.31,7.521624670928921e-05
-97.3,0.0006769462203836029
-97.28,7.521624670928921e-05
-97.21,7.521624670928921e-05
-97.2,7.521624670928921e-05
-97.16,7.521624670928921e-05
-97.1,0.000376081233546446
-97.02,7.521624670928921e-05
-97.01,0.0004512974802557352
-97.0,0.008725084618277548
-96.94,7.521624670928921e-05
-96.92,0.00015043249341857841
-96.9,0.0006017299736743137
-96.88,7.521624670928921e-05
-96.8,0.00015043249341857841
-96.79,7.521624670928921e-05
-96.68,0.00015043249341857841
-96.65,7.521624670928921e-05
-96.63,0.00015043249341857841
-96.62,7.521624670928921e-05
-96.51,7.521624670928921e-05
-96.5,0.0004512974802557352
-96.49,7.521624670928921e-05
-96.4,0.00015043249341857841
-96.38,7.521624670928921e-05
-96.3,7.521624670928921e-05
-96.28,7.521624670928921e-05
-96.26,7.521624670928921e-05
-96.25,7.521624670928921e-05
-96.19,7.521624670928921e-05
-96.16,7.521624670928921e-05
-96.1,7.521624670928921e-05
-96.09,7.521624670928921e-05
-96.08,0.00015043249341857841
-96.01,0.0005265137269650245
-96.0,0.012034599473486273
-95.94,0.00015043249341857841
-95.93,7.521624670928921e-05
-95.9,0.0019556224144415195
-95.8,0.00030086498683715683
-95.72,7.521624670928921e-05
-95.71,7.521624670928921e-05
-95.7,0.0005265137269650245
-95.69,7.521624670928921e-05
-95.66,7.521624670928921e-05
-95.65,7.521624670928921e-05
-95.64,7.521624670928921e-05
-95.61,7.521624670928921e-05
-95.6,0.0002256487401278676
-95.58,7.521624670928921e-05
